GVK_ID	DRUG_NAME	LAST_SIGNIFICANT_UPDATE	STATUS	REASON_WITHDRAWN	REMARKS	DRUG_DOSE	HIGHEST_PHASE_TRIAL	MODE_OF_ACTION	DATABASE_NAME	HIGHEST_PHASE_ALL	APPROVAL_DATE	STD_HIGHEST_PHASE_ALL	FLAG	COMPANY_NAME	GVK_ID_1	FLAG_1	APPROVAL_YEAR	LAST_SIGNIFICANT_UPDATE_YEAR
5919613	AZD-1386	May 15, 2012					Discontinued	Analgesic	CCD	Discontinued - Gastroesophageal reflux disease, Neuropathic pain; Preclinical - Pain		Discontinued; Preclinical		ASTRAZENECA PLC	5919613		1995	2012
5919614	AZD-2066	May 15, 2012					Discontinued	Analgesic	CCD	Discontinued - Major depressive disorder, Neuropathic pain, Gastroesophageal reflux disease; Preclinical - Gastroesophageal reflux disease, Pain		Discontinued; Preclinical		ASTRAZENECA PLC	5919614		1995	2012
5919615	AZD-2624	May 17, 2012		AZD-2624 was discontinued in 2009 as it did not support the hypothesis that NK3 receptor antagonists have antipsychotic effects in schizophrenia			Discontinued	Neurokinin-3 receptor antagonist	CCD	Discontinued - Schizophrenia; Preclinical - Schizophrenia		Discontinued; Preclinical	JAN12_3	ASTRAZENECA PLC	5919615	JAN12_3	1995	2012
5919616	AZD-2932	4/20/2007					Preclinical	Anticancer	CCD	Preclinical - Solid tumor		Preclinical		ASTRAZENECA PLC	5919616		1995	2007
5919617	AZD-3199	May 17, 2012		AstraZeneca plc. discontinued development of projects between 27 January 2011 and 31 December 2011 due to Economic/Regulatory reason			Discontinued	Beta-2 adrenergic receptor agonist	CCD	Discontinued - Asthma, Chronic obstructive pulmonary disease; Phase II - Asthma, Chronic obstructive pulmonary disease; Phase I - Asthma, Chronic obstructive pulmonary disease; Preclinical - Inflammatory disorders		Discontinued; Phase II; Phase I; Preclinical		ASTRAZENECA PLC	5919617		1995	2012
5919618	AZD-4992	May 17, 2012					Discontinued	Estrogen receptor antagonist	CCD	Discontinued - Breast cancer; Preclinical - Cancer		Discontinued; Preclinical		ASTRAZENECA PLC	5919618		1995	2012
5919619	AZD-0328	July 31, 2012					Discontinued	Alpha-7 neuronal nicotinic acetylcholine receptor agonist	CCD	Discontinued - Schizophrenia, Alzheimer's disease		Discontinued		ASTRAZENECA PLC	5919619		1995	2012
5919620	ASTRA II	7/1/2003					Preclinical	Nicotinic acetylcholine receptor alpha7 agonist	CCD	Preclinical - Cognitive disorder, Alzheimer's disease		Preclinical		ASTRAZENECA PLC	5919620		1995	2003
5919621	AR-R-234655	9/1/2001					Preclinical	Nicotinic acetylcholine receptor alpha7 agonist	CCD	Preclinical - Cognitive disorder		Preclinical		ASTRAZENECA PLC	5919621		1995	2001
5919687	AZD-6765	July 15, 2015		Drug failed for both safety and efficacy			Discontinued	Antidepressant	CCD	Discontinued - Major depressive disorder; Phase II - Depression; Phase I - Depression		Discontinued; Phase II; Phase I		ASTRAZENECA	5919687		1995	2015
5920034	AZ-10397767	8/11/2009					No Development	CCR2 chemokine receptor Antagonist; CXCR2 chemokine receptor Antagonist	CCD	Preclinical - Rheumatoid arthritis; No Development - Rheumatoid arthritis		Preclinical; No Development	JAN10	ASTRAZENECA PLC	5920034	JAN10	1995	2009
5920038	AR-H049020	3/24/2004					Discontinued	Insulin Sensitizer; Peroxisome proliferator activated receptor Agonist	CCD	Phase I - Non-insulin dependent diabetes; Discontinued - Non-insulin dependent diabetes		Phase I; Discontinued	JAN10	ASTRAZENECA PLC	5920038	JAN10	1995	2004
5920169	TC-5214	August 14, 2015		The results were not compelling enough to justify the compound�s continued development in overactive bladder			Discontinued	Nicotinic acetylcholine receptor alpha4beta2 antagonist	CCD	Discontinued - Major depressive disorder, Overactive bladder syndrome; Phase III - Major depressive disorder; Phase II - Refractory hypertension, Overactive bladder syndrome; Phase I - Chronic hypertension		Discontinued; Phase III; Phase II; Phase I	MAR10	ASTRAZENECA PLC.	5920169	MAR14_4	1995	2015
5920312	AZD-4017	June 30, 2015		Development of the drug is discontinued due to lack of safety and efficacy			Discontinued	11-Beta hydroxysteroid dehydrogenase inhibitor	CCD	Discontinued - Obesity, Type 2 diabetes mellitus; Phase II - Glaucoma, Idiopathic intracranial hypertension, Ocular hypertension		Discontinued; Phase II	MAR10	ASTRAZENECA PLC.	5920312	MAR14_4	1995	2015
5920315	AZD-5423	June 30, 2015					Discontinued	Glucocorticoid receptor agonist	CCD	Discontinued - Asthma, Chronic obstructive pulmonary disease; Phase II - Asthma, Chronic obstructive pulmonary disease		Discontinued; Phase II	MAR10	ASTRAZENECA	5920315	MAR14_4	1995	2015
5920446	AR-A-008055	December 16, 2005					No Development	GABA A receptor agonist; CNS modulator	CCD	Preclinical - Neurodegenerative disease, Neurotoxicity drug-induced; No Development - Neurodegenerative disease, Neurotoxicity drug-induced		Preclinical; No Development	JUN10	ASTRAZENECA PLC.	5920446	JUN10	1995	2005
5920448	AR-C73346XX	May 27, 2002					No Development	Phospholipase A2 inhibitor	CCD	Preclinical - Inflammatory disease; No Development - Inflammatory disease		Preclinical	JUN10	ASTRA R&D CHARNWOOD (ASTRAZENECA PLC.)	5920448	JUN10	1995	2002
5920449	AR-M100150	May 30, 2002					No Development	Opioid receptor delta antagonist	CCD	No Development - Pain; Preclinical - Pain		No Development; Preclinical	JUN10	ASTRAZENECA PLC	5920449	JUN10	1995	2002
5920971	AZD-1446	February 12, 2010					Phase II	Nicotinic acetylcholine receptor alpha4beta2 modulator	CCD	Phase 2 - Alzheimer's disease; Phase 1 - Cognitive disorder; Discovery - Cognitive disorder		Phase 2; Phase 1; Discovery	JUN10	ASTRAZENECA PLC.; TARGACEPT INC	5920971	JUN10	1995	2010
5920972	AZD-1480	September 25, 2013		AstraZeneca decided to stop the internal and external clinical development of AZD1480. This decision was made after a full review of data from all the studies of AZD1480 and an assessment of the current benefit-risk profile, with a particular focus on neurologic adverse events (AEs) and pharmacodynamics (PD) data at the various doses in the Phase I programme. Enrolment to all AZD1480 clinical studies was closed.			Discontinued	AZD-1480 blocks cell proliferation and induces apoptosis of myeloma cell lines by concomitant inhibition of phosphorylation of JAK2, STAT3 and MAPK signaling proteins.	CCD	Discontinued - Primary myelofibrosis, Post-polycythaemia vera, Essential thrombocythaemia myelofibrosis; Phase I - Primary myelofibrosis, Post-polycythaemia vera, Essential thrombocythaemia myelofibrosis		Discontinued; Phase I	JUN10	ASTRAZENECA PLC.	5920972	JUN10	1995	2013
5920973	AZD-7268	July 31, 2012					Discontinued	Enkephalinergic receptor modulator	CCD	Discontinued - Anxiety, Depression		Discontinued	JUN10	ASTRAZENECA PLC.	5920973	JUN10	1995	2012
5920974	AZD-9164	September 26, 2013					Discontinued	Muscarinic receptor antagonist	CCD	Discontinued - Chronic obstructive pulmonary disease; Phase II - Chronic obstructive pulmonary disease		Discontinued; Phase II	JUN10	ASTRAZENECA PLC.	5920974	JUN10	1995	2013
5921876	AZD-6553	March 12, 2014					Discontinued	Protease inhibitor	CCD	Discontinued - Chronic obstructive pulmonary disease; Phase I - Chronic obstructive pulmonary disease; Preclinical - Chronic obstructive pulmonary disease		Discontinued; Phase I; Preclinical	SEP10	ASTRAZENECA PLC.	5921876	SEP10	1995	2014
5921877	AZD-8683	February 14, 2014		Development of drug was discontinued due to lack of safety and efficacy			Discontinued	Muscarinic M3 receptor antagonist	CCD	Phase II - CHRONIC OBSTRUCTIVE PULMONARY DISEASE; Discontinued - CHRONIC OBSTRUCTIVE PULMONARY DISEASE		Phase II; Discontinued	SEP10	ASTRAZENECA PLC.	5921877	SEP10	1995	2014
5921877	AZD-8683	February 14, 2014		Development of drug was discontinued due to lack of safety and efficacy			Discontinued	Muscarinic M3 receptor antagonist	CCD	Phase II - CHRONIC OBSTRUCTIVE PULMONARY DISEASE; Discontinued - CHRONIC OBSTRUCTIVE PULMONARY DISEASE		Phase II; Discontinued	SEP10	ASTRAZENECA PLC.; QUINTILES TRANSNATIONAL CORP	5921877	SEP10	1995	2014
5921878	AZM-1	November 02,2009					Preclinical	Muscarinic M1 receptor agonist	CCD	Preclinical - Neuropathic pain		Preclinical	SEP10	ASTRAZENECA PLC.	5921878	SEP10	1995	2009
5922208	olaparib	December 22, 2014	PRESCRIPTION DRUG			Recommended dose is 400 mg taken twice daily	Launched	Poly [Adp-Ribose] Polymerase inhibitor	DD	Launched - ADVANCED OVARIAN CANCER	December 19, 2014	Launched	DEC10	ASTRAZENECA	5922208	JAN15	2014	2014
5922208	olaparib	December 22, 2014	PRESCRIPTION DRUG			Recommended dose is 400 mg taken twice daily	Launched	Poly [Adp-Ribose] Polymerase inhibitor	DD	Launched - ADVANCED OVARIAN CANCER	December 19, 2014	Launched	DEC10	AstraZeneca plc.; Cancer Research Campaign Technology Ltd.; The University of Newcastle Upon Tyne; KuDOS Pharmaceuticals Ltd.	5922208	DEC10	2014	2014
5921319	D-7003	September 13,2001					No Development	Mucolytic agent	CCD	No Development - Respiratory congestion, Cough; Phase 3 - Respiratory congestion, Cough		No Development; Phase III	SEP10	ASTRA DRACO AB	5921319	SEP10	1995	2001
5922056	AZ-23	January 15, 2010					Preclinical	Trk tyrosine kinase inhibitor; Anticancer	CCD	Preclinical - Cancer		Preclinical	DEC10	AstraZeneca plc.	5922056	DEC10	1995	2010
5922057	AZ-301	April 15, 2009					Preclinical	11-Beta hydroxysteroid dehydrogenase 1 inhibitor	CCD	Preclinical - Obesity		Preclinical	DEC10	AstraZeneca plc.	5922057	DEC10	1995	2009
5922221	ZD-4007	May 29, 2002					No Development	5-lipoxygenase inhibitor	CCD	No Development - Chronic obstructive pulmonary disease; Preclinical - Chronic obstructive pulmonary disease		No Development; Preclinical	DEC10	AstraZeneca plc.	5922221	DEC10	1995	2002
5922222	ZD-4794	November 30, 2005					No Development	Tachykinin receptor 1 antagonist	CCD	No Development - Major depressive disorder; Preclinical - Major depressive disorder		No Development; Preclinical	DEC10	AstraZeneca plc.	5922222	DEC10	1995	2005
5922806	AZD-2014	February 05, 2014					Phase II	mTOR inhibitor	CCD	Phase I - METASTATIC BREAST CANCER; Phase II - SOLID TUMOR, RENAL CARCINOMA		Phase I; Phase II	DEC10	ASTRAZENECA PLC.	5922806	DEC10	1995	2014
5922806	AZD-2014	February 05, 2014					Phase II	mTOR inhibitor	CCD	Phase I - METASTATIC BREAST CANCER; Phase II - SOLID TUMOR, RENAL CARCINOMA		Phase I; Phase II	DEC10	AstraZeneca; KuDOS Pharmaceuticals Ltd.	5922806	DEC10	1995	2014
5921757	AR-C117977	November 17,2008					Preclinical	Monocarboxylate transporter-1 inhibitor	CCD	Preclinical - Transplant rejection		Preclinical	SEP10	ASTRAZENECA PLC.	5921757	SEP10	1995	2008
5921782	CM-101	May 12,2009					No Development	Angiogenesis inhibitor	CCD	Phase 2 - Solid tumor; Phase 1 - Cancer; No Development - Cancer, Nervous system injury, Reperfusion injury, Rheumatoid arthritis, Wound healing, Solid tumor, Spinal cord tumor; Discontinued - Solid tumor; Discovery - Nervous system injury, Reperfusion injury, Rheumatoid arthritis, Wound healing, Solid tumor, Spinal cord tumor		Phase II; Phase I; No Development; Discontinued	SEP10	ASTRAZENECA PLC	5921782	SEP10	1995	2009
5921069	ICI-245991	March 14, 2014					Suspended	Bile acid sequestrant; Antihyperlipidemic	CCD	Suspended - Atherosclerosis, Hyperlipidemia; Preclinical - Hyperlipidemia		Suspended; Preclinical	JUN10	ASTRAZENECA PLC	5921069	JUN10	1995	2014
5921636	ICI-211965	March 14, 2014					Suspended	5-Lipoxygenase inhibitor	CCD	Suspended - Inflammatory diseases; Preclinical - Inflammatory disease		Suspended; Preclinical	SEP10	ASTRAZENECA PLC	5921636	SEP10	1995	2014
5922541	AZ-11657312	May 13, 2009					Preclinical	P2X7 purinoceptor antagonist	CCD	Preclinical - Arthritis		Preclinical	DEC10	AstraZeneca plc.	5922541	DEC10	1995	2009
5923123	H-29030	March 13, 2014					No Development	Lipid peroxidation inhibitor	CCD	No Development - Atherosclerosis; Preclinical - Atherosclerosis		No Development; Preclinical	APR11_2	Astra Hassle AB (AstraZeneca plc)	5923123	APR11_2	1995	2014
5921836	AR-M103180	September 18,2008					Preclinical	Cannabinoid CB2 receptor agonist	CCD	Preclinical - Pain		Preclinical	SEP10	ASTRAZENECA PLC.	5921836	SEP10	1995	2008
5922154	AZD-2743	March 23, 2010					No Development	Anti-inflammatory; Respiratory system agent	CCD	No Development - Chronic obstructive pulmonary disease; Preclinical - Chronic obstructive pulmonary disease		No Development; Preclinical	DEC10	AstraZeneca plc.	5922154	DEC10	1995	2010
5922730	FPL-15609	July 17, 2002					No Development	NMDA receptor antagonist	CCD	No Development - Pain; Preclinical - Pain		No Development; Preclinical	DEC10	Astra AB (AstraZeneca plc.)	5922730	DEC10	1995	2002
5922732	FPL-67047XX	March 13, 2014					No Development	Phospholipase A2 inhibitor	CCD	No Development - Inflammatory disease; Preclinical - Inflammatory disease		No Development; Preclinical	DEC10	Astra Ltd. (AstraZeneca plc.)	5922732	DEC10	1995	2014
5923775	EBP921	June 04, 2014					Phase II	FARNESYL TRANSFERASE INHIBITOR; PRENYLATION INHIBITOR; GERANYLGERANYLTRANSFERASE INHIBITOR	CCD	Phase I - SOLID TUMOR; Phase II - HEPATITIS D VIRUS INFECTION; Discontinued - SOLID TUMOR		Discontinued; Phase II; Phase I	OCT11_4	ASTRAZENECA PLC	5923775	JUN14_4	1995	2014
5924465	ZD-4927	March 12, 2014					Discontinued	Coagulation factor Xa inhibitor	CCD	Discontinued - Coagulation		Discontinued	JAN12_3	AstraZeneca	5924465	JAN12_3	1995	2014
5924466	Ticagrelor	July 13, 2012	PRESCRIPTION DRUG			Initiate BRILINTA treatment with a 180 mg (two 90 mg tablets) loading dose and continue treatment with 90 mg twice daily	Launched	Ticagrelor and its major metabolite reversibly interact with the platelet P2Y12 ADP-receptor to prevent signal transduction and platelet activation.	DD	Launched - ACUTE CORONARY SYNDROME	July 20, 2011	Launched	JAN12_3	AstraZeneca	5924466	JAN12_3	2011	2012
5923781	AZD0865	March 12, 2014					Discontinued	Gastric H+/K+-ATPase inhibitor	CCD	Discontinued - Acid-related gastrointestinal disorder; Phase II - Gastroesophageal reflux disease		Discontinued; Phase II	OCT11_4	ASTRAZENECA	5923781	OCT11_4	1995	2014
5923405	H-40502	May 29,2002					No Development	Antigastric	CCD	No Development - Gastroesophageal reflux; Discovery - Gastroesophageal reflux		No Development - Gastroesophageal reflux; Discovery - Gastroesophageal reflux	APR11_2	AstraZeneca plc	5923405	APR11_2	1995	2002
5923425	AZD4694	August 14, 2015					Phase III	Beta amyloid fibril inhibitor	CCD	Phase III - Alzheimer's disease; Phase II - Alzheimer's disease		Phase III; Phase II	AUG11_3	AstraZeneca Plc	5923425	AUG11_3	1995	2015
5923426	AZD5438	March 12, 2014		AZD5438 was discontinued owing to tolerability and exposure data from the studies			Discontinued	Anticancer	CCD	Discontinued - Solid tumor		Discontinued	AUG11_3	AstraZeneca Plc	5923426	AUG11_3	1995	2014
5923427	AZD7295	March 12, 2014					Discontinued	NS5A protein inhibitor	CCD	Discontinued - Hepatitis C		Discontinued	AUG11_3	AstraZeneca Plc	5923427	AUG11_3	1995	2014
5923428	AZD7687	March 13, 2014		Development was discontinued as clinical results not supporting the intended target product profileTPP.			Discontinued	Diacylglycerol acyltransferase inhibitor	CCD	Phase I - Obesity, Type-2 diabetes; Discontinued - Obesity, Type-2 diabetes		Phase I; Discontinued	AUG11_3	ASTRAZENECA PLC.	5923428	MAR14_4	1995	2014
5923428	AZD7687	March 13, 2014		Development was discontinued as clinical results not supporting the intended target product profileTPP.			Discontinued	Diacylglycerol acyltransferase inhibitor	CCD	Phase I - Obesity, Type-2 diabetes; Discontinued - Obesity, Type-2 diabetes		Phase I; Discontinued	AUG11_3	AstraZeneca Plc	5923428	AUG11_3	1995	2014
5923977	AZD5745	March 12, 2014					Discontinued	Antacid; Antiulcerant	CCD	Discontinued - Acid-related gastrointestinal disorder		Discontinued	OCT11_4	ASTRAZENECA PLC	5923977	OCT11_4	1995	2014
5921201	AZD-8055	March 12, 2014					Discontinued	mTOR inhibitor	CCD	Discontinued - Glioblastoma multiforme, Anaplastic astrocytoma, Anaplastic oligodendroglioma, Malignant glioma, Brainstem glioma, Advanced solid tumor, Lymphoma, Cancer		Discontinued	JAN12_3	ASTRAZENECA PLC.	5921201	JAN12_3	1995	2014
5923649	AZD-2461	May 15, 2012					Discontinued	Anticancer	CCD	Discontinued - Tumor; Phase I - Tumor		Discontinued; Phase I	AUG11_3	AstraZeneca Plc	5923649	AUG11_3	1995	2012
5923653	AZD5658	February 13, 2014		Development of AZD-5658 was discontinued due to lack of safety and efficacy profile.			Discontinued	Glucokinase activator	CCD	Phase I - OBESITY, TYPE-2 DIABETES; Discontinued - TYPE-2 DIABETES		Phase I; Discontinued	AUG11_3	ASTRAZENECA PLC.	5923653	AUG11_3	1995	2014
5923653	AZD5658	February 13, 2014		Development of AZD-5658 was discontinued due to lack of safety and efficacy profile.			Discontinued	Glucokinase activator	CCD	Phase I - OBESITY, TYPE-2 DIABETES; Discontinued - TYPE-2 DIABETES		Phase I; Discontinued	AUG11_3	AstraZeneca Plc	5923653	AUG11_3	1995	2014
5923654	AZD9819	August 14, 2015					No Development	Neutrophil elastase inhibitor	CCD	No Development - Asthma; Discontinued - Chronic obstructive pulmonary disease; Phase II - Asthma, Chronic obstructive pulmonary disease; Phase I - Chronic obstructive pulmonary disease		No Development; Discontinued; Phase II; Phase I	AUG11_3	AstraZeneca Plc	5923654	AUG11_3	1995	2015
5924330	[11C]-AZD-2184	June 30, 2015					Phase I	beta-Amyloid inhibitor	CCD	Phase I - Diagnosis of Alzheimer's Disease		Phase I	JAN12_3	AstraZeneca	5924330	JAN12_3	1995	2015
5923658	AZD-3514	March 12, 2014		Development of the drug was discontinued due to tolerability issues			Discontinued	Downregulates androgen receptor, inhibiting androgen receptor translocation resulting in proteasomal receptor protein degradation	CCD	Discontinued - Castration-resistant prostate cancer; Phase I - Castration-resistant prostate cancer		Discontinued; Phase I	AUG11_3	AstraZeneca Plc	5923658	AUG11_3	1995	2014
5923659	AZD-5213	August 14, 2015					Phase II	Histamine H3 receptor antagonist	CCD	Phase II - Tourette's syndrome, Neuropathic pain; No Development - Mild cognitive impairment, Attention-deficit hyperactivity disorder; Discontinued - Alzheimer's disease; Phase II - Alzheimer's disease; Phase I - Alzheimer's disease, Attention-deficit hyperactivity disorder		Phase II; No Development; Discontinued; Phase II; Phase I	AUG11_3	ASTRAZENECA PLC.	5923659	AUG11_3	1995	2015
5923659	AZD-5213	August 14, 2015					Phase II	Histamine H3 receptor antagonist	CCD	Phase II - Tourette's syndrome, Neuropathic pain; No Development - Mild cognitive impairment, Attention-deficit hyperactivity disorder; Discontinued - Alzheimer's disease; Phase II - Alzheimer's disease; Phase I - Alzheimer's disease, Attention-deficit hyperactivity disorder		Phase II; No Development; Discontinued; Phase II; Phase I	AUG11_3	AstraZeneca Plc	5923659	AUG11_3	1995	2015
5923660	AZD-5363	June 30, 2015					Phase II	AKT inhibitor	CCD	Phase II - Invasive breast cancer; Phase I - Advanced solid malignancy, Advanced cancer		Phase II; Phase I	AUG11_3	ASTRAZENECA PLC.	5923660	MAR14_4	1995	2015
5923660	AZD-5363	June 30, 2015					Phase II	AKT inhibitor	CCD	Phase II - Invasive breast cancer; Phase I - Advanced solid malignancy, Advanced cancer		Phase II; Phase I	AUG11_3	AstraZeneca Plc	5923660	AUG11_3	1995	2015
5923671	AZD4451	September 19, 2013					Phase I	Antidepressant; Antipsychotic	CCD	Phase I - Bipolar disorder		Phase I	AUG11_3	AstraZeneca Plc	5923671	AUG11_3	1995	2013
5924214	ARH047108	March 12, 2014					Discontinued	Proton pump inhibitor	CCD	Discontinued - Acid-related gastrointestinal disorder; Phase I - Acid-related gastrointestinal disorder		Discontinued; Phase I	OCT11_4	ASTRAZENECA	5924214	OCT11_4	1995	2014
5924397	ZD-6416	March 12, 2014					Discontinued	Prostaglandin EP1 receptor antagonist	CCD	Discontinued - Moderate pain		Discontinued	JAN12_3	Astra Zeneca	5924397	JAN12_3	1995	2014
5924400	ZM-374979	December 07,2011					Preclinical	Neurokinin receptor Antagonist	CCD	Preclinical - Asthama		Preclinical	JAN12_3	Astrazeneca	5924400	JAN12_3	1995	2011
15500490	KU-7059	March 8, 2013					Preclinical	DNA-dependent protein kinase inhibitor	CCD	Preclinical - Cancer; Discontinued - Cancer		Preclinical; Discontinued	Q1Q2	ASTRAZENECA PLC.	15500490	Q1Q2	1995	2013
15500492	NU-7499	December 04, 2009					Preclinical	DNA-dependent protein kinase inhibitor	CCD	Preclinical - Cancer; Discontinued - Cancer		Preclinical; Discontinued	Q1Q2	ASTRAZENECA PLC.	15500492	Q1Q2	1995	2009
15500493	NU-7511	December 04, 2009					Preclinical	DNA-dependent protein kinase inhibitor	CCD	Preclinical - Cancer; Discontinued - Cancer		Preclinical; Discontinued	Q1Q2	ASTRAZENECA PLC.	15500493	Q1Q2	1995	2009
15500495	NU-7523	December 04, 2009					Preclinical	DNA-dependent protein kinase inhibitor	CCD	Preclinical - Cancer; Discontinued - Cancer		Preclinical; Discontinued	Q1Q2	ASTRAZENECA PLC.	15500495	Q1Q2	1995	2009
15500496	NU-7536	December 04, 2009					Preclinical	DNA-dependent protein kinase inhibitor	CCD	Preclinical - Cancer; Discontinued - Cancer		Preclinical; Discontinued	Q1Q2	ASTRAZENECA PLC.	15500496	Q1Q2	1995	2009
15500804	AZ-11757790	9/26/2007					Preclinical	Coagulation factor Xa inhibitor; Coagulation inhibitor	CCD	Preclinical - Thrombosis		Preclinical	Q1Q2	ASTRAZENECA PLC.	15500804	Q1Q2	1995	2007
15500805	AZ-11639114	9/26/2007					Preclinical	Coagulation factor Xa inhibitor; Coagulation inhibitor	CCD	Preclinical - Thrombosis		Preclinical	Q1Q2	ASTRAZENECA PLC.	15500805	Q1Q2	1995	2007
15500806	AZ-12300547	9/26/2007					Preclinical	Coagulation factor Xa inhibitor; Coagulation inhibitor	CCD	Preclinical - Thrombosis		Preclinical	Q1Q2	ASTRAZENECA PLC.	15500806	Q1Q2	1995	2007
15500807	ZD-5227	August 06, 2008					No Development	Coagulation factor Xa antagonist; Coagulation inhibitor	CCD	No Development - Thrombosis; Discovery - Thrombosis		No Development; Discovery; Phase-36	Q1Q2	ASTRAZENECA PLC.	15500807	Q1Q2	1995	2008
15500808	AZ-12235743	9/26/2007					Preclinical	Coagulation factor Xa inhibitor; Coagulation inhibitor	CCD	Preclinical - Thrombosis		Preclinical	Q1Q2	ASTRAZENECA PLC.	15500808	Q1Q2	1995	2007
15500581	DAPAGLIFLOZIN + METFORMIN	March 04, 2014	PRESCRIPTION DRUG			5 mg/850 mg and 5 mg/1000 mg	Launched	Sodium/glucose cotransporter 2 inhibitor	DD	Launched - Type-2 diabetes; Phase III - Diabetes mellitus		Launched; Phase III	Q1Q2	ASTRAZENECA PLC.	15500581	MAR14_4	1995	2014
15500581	DAPAGLIFLOZIN + METFORMIN	March 04, 2014	PRESCRIPTION DRUG			5 mg/850 mg and 5 mg/1000 mg	Launched	Sodium/glucose cotransporter 2 inhibitor	DD	Launched - Type-2 diabetes; Phase III - Diabetes mellitus		Launched; Phase III	Q1Q2	ASTRAZENECA PLC	15500581	Q1Q2	1995	2014
17000160	D-5519	September 22, 2008		Withdrawn in UK due to gastrointestinal toxicity			Discontinued	Corticosteroid agonist; Arachidonic acid antagonist	CCD	Discontinued - Inflammatory disease, Asthma, Respiratory disease; Phase I - Asthma; Preclinical - Inflammatory disease, Respiratory disease		Phase I	Q3	ASTRA DRACO AB  ASTRAZENECA PLC.	17000160	Q3	1995	2008
17000025	AZD-2098	June 12, 2013		This drug was discontinued as a result of their failure to meet their target product profiles			Discontinued	Anti-inflammatory	CCD	Discontinued - Asthma		Discontinued; Phase I	Q3	ASTRAZENECA PLC.	17000025	Q3	1995	2013
17500581	AZD-6482	May 17, 2012					Discontinued	Phosphoinositide 3 kinase beta inhibitor; Platelet aggregation inhibitor; Coagulation inhibitor	CCD	Discontinued - Thrombosis; Phase I - Thrombosis		Discontinued; Phase I	Q4	ASTRAZENECA PLC.	17500581	Q4	1995	2012
16001361	AR-C17708AR	June 08, 2010					No Development	Inducible Nitric oxide synthase inhibitor	CCD	No Development - Inflammatory disease; Preclinical - Inflammatory disease		No Development; Preclinical	Q1Q2	ASTRAZENECA PLC.	16001361	Q1Q2	1995	2010
17500608	AZD-8566	June 12, 2013					Discontinued	Chemokine (C-C Motif) receptor 5 antagonist	CCD	Discontinued - Chronic Obstructive Pulmonary Disease		Discontinued	Q4	ASTRAZENECA PLC.	17500608	Q4	1995	2013
16000931	A-874	3/5/2007					Preclinical	NS5B polymerase inhibitor; RNA polymerase inhibitor	CCD	Preclinical - Hepatitis C virus infection		Preclinical	Q1Q2	ASTRAZENECA PLC	16000931	Q1Q2	1995	2007
16000931	A-874	3/5/2007					Preclinical	NS5B polymerase inhibitor; RNA polymerase inhibitor	CCD	Preclinical - Hepatitis C virus infection		Preclinical	Q1Q2	ASTRAZENECA PLC.	16000931	Q1Q2	1995	2007
16001771	A-058	August 12, 2009					Suspended	NS5B polymerase inhibitor	CCD	Suspended - Hepatitis C virus infection; Preclinical - Hepatitis C virus infection		Suspended; Preclinical	Q1Q2	ASTRAZENECA PLC.	16001771	Q1Q2	1995	2009
16001772	A-095	March 14, 2014					Suspended	NS5B polymerase inhibitor	CCD	Suspended - Hepatitis C virus infection; Preclinical - Hepatitis C virus infection		Suspended; Preclinical	Q1Q2	ASTRAZENECA PLC.	16001772	Q1Q2	1995	2014
16001773	A-166	3/5/2007					Preclinical	NS5B polymerase inhibitor	CCD	Preclinical - Hepatitis C virus infection		Preclinical	Q1Q2	ASTRAZENECA PLC.	16001773	Q1Q2	1995	2007
16001773	A-166	3/5/2007					Preclinical	NS5B polymerase inhibitor	CCD	Preclinical - Hepatitis C virus infection		Preclinical	Q1Q2	ASTRAZENECA PLC	16001773	Q1Q2	1995	2007
16001774	A-167	3/5/2007					Preclinical	NS5B polymerase inhibitor	CCD	Preclinical - Hepatitis C virus infection		Preclinical	Q1Q2	ASTRAZENECA PLC.	16001774	Q1Q2	1995	2007
16001774	A-167	3/5/2007					Preclinical	NS5B polymerase inhibitor	CCD	Preclinical - Hepatitis C virus infection		Preclinical	Q1Q2	ASTRAZENECA PLC	16001774	Q1Q2	1995	2007
16001815	A-168	3/5/2007					Preclinical	NS5B polymerase inhibitor	CCD	Preclinical - Hepatitis C virus infection		Preclinical	Q1Q2	ASTRAZENECA PLC.	16001815	Q1Q2	1995	2007
16001815	A-168	3/5/2007					Preclinical	NS5B polymerase inhibitor	CCD	Preclinical - Hepatitis C virus infection		Preclinical	Q1Q2	ASTRAZENECA PLC	16001815	Q1Q2	1995	2007
16000433	GKA-50	3/20/2008					Preclinical	Glucokinase activator	CCD	Preclinical - Diabetes mellitus		Preclinical	Q1Q2	ASTRAZENECA PLC.	16000433	Q1Q2	1995	2008
16001816	A-169	3/5/2007					Preclinical	NS5B polymerase inhibitor	CCD	Preclinical - Hepatitis C virus infection		Preclinical	Q1Q2	ASTRAZENECA PLC.	16001816	Q1Q2	1995	2007
16001816	A-169	3/5/2007					Preclinical	NS5B polymerase inhibitor	CCD	Preclinical - Hepatitis C virus infection		Preclinical	Q1Q2	ASTRAZENECA PLC	16001816	Q1Q2	1995	2007
17000485	AR-D-111421	3/24/2004					Discontinued	Vasoactive intestinal polypeptide receptor agonist	CCD	Discontinued - Asthma; Phase 2 - Asthma		Phase II	Q3	ASTRAZENECA PLC.	17000485	Q3	1995	2004
